HOLE:	763B
LEG:	122
TOP:	334.061005
BOTTOM:	574.853027
DEPTH	SGR	CGR	THOR	URAN	POTA	W1NG	W2NG	W3NG	W4NG	W5NG
365.6078	4.5403	6.0923	0.9385	-0.1753	0.1693	14.3253	3.2348	1.8484	0.0000	0.0000
365.7602	4.5094	6.1536	0.9119	-0.1857	0.1781	9.0692	3.8186	0.4773	0.0000	0.4773
365.9126	4.1942	5.3990	0.7487	-0.1361	0.1664	12.9987	4.9305	0.8965	0.0000	0.4482
366.0650	4.1553	4.9322	0.6571	-0.0878	0.1573	10.1480	4.6512	1.2685	0.0000	0.0000
366.2174	3.9744	4.5528	0.5971	-0.0653	0.1471	8.9606	4.0323	0.0000	0.0000	0.0000
366.3698	3.4914	3.8477	0.5167	-0.0403	0.1219	11.0906	4.6211	0.9242	0.0000	0.4621
366.5222	3.8264	3.8670	0.4885	-0.0046	0.1286	6.6794	3.3397	0.0000	0.0000	0.0000
366.6746	3.8510	3.6281	0.4003	0.0252	0.1322	7.1565	7.1565	1.4313	0.0000	0.0000
366.8270	4.3651	4.2420	0.4226	0.0139	0.1635	13.0045	2.2422	0.4484	0.8969	0.0000
366.9794	4.7470	4.7309	0.4378	0.0018	0.1890	10.6864	3.6991	1.2330	0.0000	0.0000
367.1318	4.2298	4.1394	0.3662	0.0102	0.1687	11.6487	6.7204	0.8961	0.0000	0.8961
367.2842	4.1167	3.7368	0.3190	0.0429	0.1546	8.7760	1.3857	0.4619	0.0000	0.0000
367.4366	3.7065	3.2234	0.2694	0.0546	0.1345	9.5420	4.2939	0.0000	0.0000	0.0000
367.5890	3.8659	3.2911	0.2699	0.0649	0.1383	9.2421	5.0832	0.4621	0.0000	0.0000
367.7414	4.0515	3.4073	0.2691	0.0728	0.1452	9.2464	2.7739	0.0000	0.0000	0.0000
367.8938	4.0185	3.1557	0.2343	0.0975	0.1375	9.7293	3.8071	1.2690	0.0000	0.4230
368.0462	4.4991	3.3468	0.2272	0.1302	0.1500	9.3023	3.8055	0.8457	0.4228	0.0000
368.1986	4.6544	3.4010	0.2154	0.1416	0.1555	9.4128	3.5858	3.5858	0.0000	0.0000
368.3510	4.8037	3.8788	0.2421	0.1045	0.1780	10.6383	5.0879	1.8501	0.0000	0.0000
368.5034	4.5972	4.0777	0.2873	0.0587	0.1807	12.0315	3.7020	1.3882	0.0000	0.0000
368.6558	4.7140	4.2911	0.3188	0.0478	0.1869	8.9767	4.9372	1.3465	0.0000	0.0000
368.8082	4.7610	4.1338	0.3225	0.0709	0.1770	13.4959	3.9182	1.3061	0.0000	0.0000
368.9606	4.8804	4.0916	0.3147	0.0891	0.1761	11.7493	3.0461	0.8703	0.4352	0.4352
369.1130	5.1293	4.4264	0.3714	0.0794	0.1844	7.8558	3.6969	3.6969	0.0000	0.4621
369.2654	5.4254	4.7753	0.4311	0.0734	0.1929	16.6985	3.3397	0.9542	0.0000	0.0000
369.4178	5.5631	4.8942	0.4605	0.0756	0.1940	11.4504	5.7252	1.9084	0.4771	0.0000
369.5702	5.2435	4.6745	0.4725	0.0643	0.1788	13.0492	3.9147	0.4350	0.0000	0.0000
369.7226	4.2934	3.8919	0.4399	0.0454	0.1397	11.1020	4.9342	1.2336	0.0000	0.0000
369.8750	4.2441	3.8059	0.5032	0.0495	0.1222	7.3881	1.3038	0.8692	0.0000	0.0000
370.0274	4.5426	3.8790	0.5695	0.0750	0.1133	10.7479	4.4783	0.8957	0.0000	0.0000
370.1798	5.4989	4.7000	0.7130	0.0903	0.1328	12.9928	4.0323	1.3441	0.4480	0.8961
370.3322	5.8580	5.0357	0.7828	0.0929	0.1385	12.0148	5.5453	0.9242	0.4621	0.4621
370.4846	5.7249	5.3580	0.8604	0.0415	0.1420	11.7391	6.0870	2.1739	0.0000	0.0000
370.6370	5.2308	5.0236	0.8545	0.0234	0.1237	11.6487	7.1685	0.0000	0.0000	0.4480
370.7894	4.7603	4.7863	0.8569	-0.0029	0.1094	11.7545	0.8707	0.8707	0.4354	0.4354
370.9418	4.6690	4.5790	0.8611	0.0102	0.0965	10.3093	4.4823	0.4482	0.0000	0.0000
371.0942	4.7823	4.5691	0.8635	0.0241	0.0954	13.3652	3.8186	0.4773	0.0000	0.4773
371.2466	4.8971	4.6224	0.8711	0.0310	0.0970	7.1599	4.2959	1.4320	0.9547	0.9547
